コード,略称,名称,名称,カタカナ,郵便番号,住所1,住所2,TEL,FAX,携帯,社員ID,社員氏名,アシスタントID,アシスタント氏名,適格事業者登録番号,免税事業者,事業所ID,事業所名,部署コード,部署名,得意先,一般仕入,外注仕入,得意先締日,支払サイクル,支払日,回収区分,基準金額,以上回収条件,以上手形サイト,以上回収方法,未満回収条件,未満手形サイト,未満回収方法,諸口売り,消費税算出区分,インボイス,消費税端数処理,金額端数処理,送り状単価印字,与信限度額,月間取引限度額,請求書発行優先,納品書発行優先,納品書書式,受注用FAX番号,ミルシート送付方法,相殺仕入先,請求書送付先,納品書送付先,領収書送付先,与信額登録先,ミルシート送付先,比重区分,重量計算区分,納品区分,納品号車,代表者氏名,代表者住所,業種1,業種2,業種3,取扱品目,創立年月日,資本金,従業員数,平均月商,粗利益率,決算売上額,納品締切日,取引銀行1,取引銀行2,取引銀行3,主要仕入先1,主要仕入先2,主要仕入先3,主要販売先1,主要販売先2,主要販売先3,仕入先締め日,支払サイクル2,支払日,基準金額,以上支払条件,以上手形サイト,未満支払条件,未満支払条件,附帯条件,消費税算出区分,消費税端数処理,金額端数処理,発注書FAX処理,発注書FAX送信番号,発注書担当者名,仕入納品区分,仕入号車,納品先,受注不可,使用不可,発注書形式,緯度,経度,登録日
63058,㈲古谷製作所,㈲古谷製作所,,ﾌﾙﾀﾆｾｲｻｸｼｮ,535-0031,大阪府大阪市旭区高殿1-7-21,,06-6921-0780,06-7897-2297,,23,藤見拓也,52,河合薫子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌月,25,一律条件,\0,現金,,集金(本社),,,,なし,伝票,,四捨五入,四捨五入,印字しない,,,指定請求書,指定納品書,納品書,,,,63058,63058,63058,63058,,通常,通常,2,16,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.720295,135.534775,05/01/01
63059,福栄鋼産㈱,福栄鋼産㈱,,ﾌｸｴｲｺｳｻﾝｶﾌﾞ,660-0805,兵庫県尼崎市西長洲町2-2-39,,06-6482-3861,06-6482-3649,,43,内田悠也,52,河合薫子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,20,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,1000,,PDF,PDF,納品書,,,,63059,63059,63059,63059,,通常,通常,67,15,福田　定視,兵庫県尼崎市西長洲町2-2-39,コンベヤーホイル,チエンホイル製作(完,,S25C・S46C丸棒　S35C・S45C板、SUS304丸棒・板　SUS420J2、403丸棒、410板,1980/4,"\20,000",4,"\199,000",\65,"\171,000",20,三井住友　尼崎,尼崎信金　長洲,北おおさか信金　尼崎西,日鉄物産特殊鋼,白鷺特殊鋼,東溶断工作所　土居鋼板,椿本ﾁｪｲﾝ本社　椿本ﾊﾞﾙｸｼｽﾃﾑ,椿本ｽﾌﾟﾛｹｯﾄ　椿本ﾏｼﾅﾘｰ,中西金属　東亜機械,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.726925,135.422742,21/06/09
6306,㈱不二精機,㈱不二精機,,ﾌｼﾞｾｲｷ,522-0029,滋賀県彦根市地蔵町82-1,,0749-22-6772,0749-22-6763,,177,堀川喜之,179,阿藤京,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,-1,,31,翌月,25,一律条件,\0,入金(滋賀工場),,集金(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,PDF,PDF,納品書,0749-22-6763,,6306,6306,6306,6306,6306,,通常,通常,83,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,20,\0,振込,,,0,,請求書,四捨五入,四捨五入,自動送信しない,0749-22-6763,,83,,,0,0,B5,35.255852,136.26947,05/01/01
63060,フライス工業㈱,フライス工業㈱,,ﾌﾗｲｽｺｳｷﾞｮｳ,577-0016,大阪府東大阪市長田西6-3-27,,06-6746-1905,06-6746-7840,,77,横田正勝,48,佐々木久美子,,,1,本社,101,(大阪)営業１Ｇ,-1,,-1,20,翌月,25,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,PDF,PDF,納品書,,,63060,63060,63060,63060,63060,,通常,通常,67,17,藤川　剛,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,20,\0,振込,,,0,,請求書,四捨五入,四捨五入,自動送信しない,,,67,17,[313105 清水製作所 滋賀発→大阪 17号車] [313106 深田製作所 未定 ] [313131 ユニテクノス 未定 ] [313132 ㈱吉川鉄工所 未定 ] [313133 FMC 未定 ] [313134 ㈱前田工作所 未定 ] [313135 吉田鉄工㈱ 未定 ] [313136 洸洋製作所 未定 ] [313137 山城製作所 京都便 1号車] [313138 ㈱八光放電 未定 ] [313139 (合)大阪鋳鋼所　気付㈲太洋工 滋賀発→大阪 15号車] [313140 ㈲若葉精工 未定 ] [313141 ㈱伸光製作所 滋賀発→大阪 17号車] [313142 ㈲みやび精工 未定 ] [313143 エーワン 未定 ] [313144 須崎製作所 未定 ] [313145 松村熔工所 未定 ] [313146 北口精機㈱ 未定 ] [313147 新晃製作所 未定 ] [313224 岸本製作所　ＡＭ 未定 ] [377078 ㈱キムラテック 滋賀発→大阪 17号車] ,0,0,B5(指定),34.681816,135.585815,05/01/01
6307,フクテツ工業㈱,フクテツ工業㈱,,ﾌｸﾃﾂｺｳｷﾞｮｳ,520-3223,滋賀県湖南市夏見55-1,,0748-72-3322,0748-72-1670,,89,奥井淳一,173,西村奈那香,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌月,25,一律条件,\0,その他,,その他,,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,6307,6307,6307,6307,,通常,通常,81,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.995255,136.100067,05/01/01
6308,㈱フジックス,㈱フジックス,,ﾌｼﾞｯｸｽ,507-0064,岐阜県多治見市北丘町8-1-168,,0572-29-3402,0572-27-9139,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,-1,,20,翌月,20,一律条件,\0,その他,,その他,,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,6308,6308,6308,6308,6308,,通常,通常,91,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,15,\100,支払手形(りそな),135,振込,27,,請求書,四捨五入,四捨五入,自動送信しない,,,85,,,0,0,B5,35.361767,137.089157,05/01/01
6309,㈱フジツカ,㈱フジツカ,,ﾌｼﾞﾂｶ,503-2122,岐阜県不破郡垂井町表佐5199,,,,,99,木下誠,0,*,,,1,本社,105,営業開発,,-1,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,翌月,15,\100,支払手形(りそな),135,振込,27,,請求書,四捨五入,四捨五入,自動送信しない,,,"9,001",,,0,0,B5,35.361931,136.556931,09/04/09
63092,藤巻鋼材㈱　　　　　,藤巻鋼材㈱,,ﾌｼﾞﾏｷｺｳｻﾞｲ,457-0076,愛知県名古屋市南区道全町2-7,　　　　　　　　　　　　　　　,072-960-3211,072-960-3213,,43,内田悠也,62,古谷紗代,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,15,以上/未満,\100,受取手形(裏書),,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,発行:郵送,通常,納品書,,,,63092,63092,63092,63092,,通常,通常,0,,藤巻　秀平,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.090294,136.930008,05/01/01
63095,藤巻鋼産㈱,藤巻鋼産㈱,,ﾌｼﾞﾏｷｺｳｻﾝ,457-0076,愛知県名古屋市南区道全町2-7,,0568-74-2666,0568-74-2668,,43,内田悠也,62,古谷紗代,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,15,以上/未満,\100,受取手形(裏書),,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,63095,63095,63095,63095,,通常,通常,0,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.090294,136.930008,05/01/01
63097,藤巻工範㈱,藤巻工範㈱,,ﾌｼﾞﾏｷｺｳﾊﾝ,444-1221,愛知県安城市和泉町大海古6-1,,0566-92-5811,0566-92-5818,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,20,翌月,15,以上/未満,\100,受取手形(裏書),,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,63097,63097,63097,63097,,通常,通常,5,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.915989,137.053986,05/01/01
63098,藤巻鋼材大阪㈱,藤巻鋼材大阪㈱,,ﾌｼﾞﾏｷｺｳｻﾞｲｵｵｻｶ,578-0921,大阪府東大阪市水走5-5-10,,072-960-3211,072-960-3213,,22,西本竜之,62,古谷紗代,,,1,本社,101,(大阪)営業１Ｇ,-1,-1,,20,翌月,15,以上/未満,\100,受取手形(裏書),,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,5000,,発行:郵送,通常,納品書,,,,63098,63098,63098,63098,,通常,通常,67,17,藤巻　秀平,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,15,\100,支払手形(りそな),135,振込,27,,明細,四捨五入,四捨五入,自動送信しない,,,67,17,,0,0,B5,34.68922,135.630646,05/01/01
63099,㈱藤本工芸,㈱藤本工芸,,ﾌｼﾞﾓﾄｺｳｹﾞｲ,536-0011,大阪府大阪市城東区放出西3-4-4,,06-6969-4024,06-6969-4020,,23,藤見拓也,58,南　智子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,10,翌月,20,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,5000,,発行:郵送,通常,納品書,,Ｅメール,,63099,63099,63099,63099,,通常,通常,66,13,藤本　宏,大阪市城東区放出西3-3-7,,,,,,\0,5,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[11127 ㈱アルサス 滋賀発→大阪 14号車] [313052 三宅工業㈱ 滋賀発→大阪 17号車] [313148 松井製作所 未定 ] [313149 建原金属製作所 未定 ] [313150 藤本工芸　第2工場 未定 ] [72003 三宅工業㈱ 滋賀発→大阪 17号車] ,0,0,,34.68977,135.555923,05/01/01
6310,ﾌﾞﾘﾁﾞｽﾄﾝﾌﾟﾗﾝﾄｴﾝｼﾞﾆｱﾘ,ﾌﾞﾘﾁﾞｽﾄﾝﾌﾟﾗﾝﾄｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱,,ﾌﾞﾘﾁﾞｽﾄﾝﾌﾟﾗﾝﾄｴﾝｼﾞﾆｱﾘ,522-0201,滋賀県彦根市高宮町211,,0749-23-2865,0749-23-2901,,177,堀川喜之,179,阿藤京,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌月,20,一律条件,\0,入金(滋賀工場),,集金(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,10000,,指定請求書,指定納品書,納品書,,,,6310,6310,6310,6310,,通常,通常,83,,矢野英治,,機械設備･設計･製作,据付工事,,,19830101,"\57,000",443,"\650,000",\0,"\100,000",,築邦,三井住友,,ブリジストン,安部産商,一圓テクノス,ブリジストン,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.228485,136.273376,05/01/01
63100,㈲フジテック工業,㈲フジテック工業,,ﾌｼﾞﾃｯｸｺｳｷﾞｮｳ,561-0841,大阪府豊中市名神口1-8-15,,06-6863-3611,06-6863-3644,,43,内田悠也,52,河合薫子,,,1,本社,101,(大阪)営業１Ｇ,-1,-1,,20,翌々月,5,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,63100,63100,63100,63100,,通常,通常,71,16,藤本　修,大阪府豊中市庄内宝町2-9-25-201,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,15,\100,支払手形(りそな),135,振込,27,,請求書,四捨五入,四捨五入,自動送信しない,,,71,16,,0,0,B5,34.756062,135.465042,05/01/01
63103,㈱藤田製作所,㈱藤田製作所,,ﾌｼﾞﾀｾｲｻｸｼｮ,554-0052,大阪府大阪市此花区常吉2-5-55,,06-6465-6968,06-6465-6987,,9,中嶋康夫,0,*,,,1,本社,105,営業開発,-1,-1,,20,翌月,25,一律条件,\0,現金,,集金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,63103,63103,63103,63103,63103,,通常,通常,0,,藤田　良子,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,15,\100,支払手形(りそな),135,振込,27,,請求書,四捨五入,四捨五入,自動送信しない,,,67,,,0,0,B5,34.675266,135.413849,05/01/01
63105,㈱福岡ハガネ商店,㈱福岡ハガネ商店,,ﾌｸｵｶﾊｶﾞﾈｼｮｳﾃﾝ,130-0014,東京都墨田区亀沢4-16-18,,03-3626-6151,03-3626-6158,,9,中嶋康夫,0,*,,,1,本社,105,営業開発,-1,,,31,翌月,31,一律条件,\0,その他,,送金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,63105,63105,63105,63105,,通常,通常,5,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.698097,139.807343,05/01/01
63106,㈱古家商店,㈱古家商店,,ﾌﾙﾔｼｮｳﾃﾝ,,,,03-3683-1456,,,99,木下誠,0,*,,,1,本社,105,営業開発,,-1,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,翌月,15,\100,支払手形(りそな),135,振込,27,,請求書,四捨五入,四捨五入,自動送信しない,,,"9,000",,,0,0,B5,,,09/04/10
6311,藤本工作所,藤本工作所,,ﾌｼﾞﾓﾄｺｳｻｸｼｮ,526-0843,滋賀県長浜市南小足町511-5,,0749-63-7993,0749-65-1455,,95,尾﨑利喜,179,阿藤京,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,20,翌月,20,一律条件,\0,入金(滋賀工場),,集金(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,1000,,発行:郵送,通常,納品書,,,,6311,6311,6311,6311,,通常,通常,83,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[384016 藤本工作所 第２工場 ヒ)滋賀北部 ] ,0,0,,35.391834,136.315201,05/01/01
63110,㈱藤田鐵工所,㈱藤田鐵工所,,ﾌｼﾞﾀﾃｯｺｳｼｮ,554-0052,大阪府大阪市此花区常吉1-1-60,,06-6465-0331,06-6465-0567,,9,中嶋康夫,0,*,,,1,本社,105,営業開発,-1,,,20,翌月,20,一律条件,\0,その他,,集金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,63110,63110,63110,63110,,通常,通常,0,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.676544,135.417068,05/01/01
63112,㈲富士精工所,㈲富士精工所,,ﾌｼﾞｾｲｺｳｼｮ,534-0013,大阪府大阪市都島区内代町2-12-19,,06-6951-4505,06-6955-2932,,103,大阪営業,0,*,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,15,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,500,,発行:郵送,通常,納品書,,,,63112,63112,63112,63112,,通常,通常,2,16,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.712124,135.538223,05/01/01
63113,ふたば工業㈱,ふたば工業㈱,,ﾌﾀﾊﾞｺｳｷﾞｮｳ,573-1107,大阪府枚方市楠葉中町30-11,,0728-55-8534,0728-55-8534,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,31,翌月,31,一律条件,\0,その他,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,63113,63113,63113,63113,,通常,通常,67,11,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[308150 ふたば工業㈱八幡工場 未定 ] ,0,0,,34.867886,135.679794,05/01/01
63114,㈲プライドロック,㈲プライドロック,,ﾌﾟﾗｲﾄﾞﾛｯｸ,550-0025,大阪府大阪市西区九条南3-20-17,,06-6582-2921,06-6582-2923,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,20,翌月,10,以上/未満,\100,受取手形(裏書),60,集金(本社),小切手,,集金(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,3000,,発行:郵送,通常,納品書,,,,63114,63114,63114,63114,,通常,通常,0,,宮村　健一,大阪市浪速区下寺3-9-9,鉄工業,,,理美容椅子部品・熱処理部品,Feb-02,\300,3,\500,\30,"\50,000",,りそな(大阪西区),大阪信用金庫(九条),永和信用金庫(西),阪栄鋼材㈱,松井鋼材㈱,オーサカステンレス㈱,チカラベルト㈱,㈱パイオニア椅子,㈱オリエントヒーター,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.673901,135.470474,08/05/12
63115,フルタニ工業㈱,フルタニ工業㈱,,ﾌﾙﾀﾆｺｳｷﾞｮｳ,561-0846,大阪府豊中市利倉東1-16-6,,06-6867-6692,06-6867-6693,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,31,翌月,31,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,500,,発行:郵送,通常,納品書,,,,63115,63115,63115,63115,,通常,通常,0,,小玉　環,,ﾒｰｶｰからの受注,部品完成品他,,撹拌機・産業機械,,\0,5,"\5,000",\0,\0,,池田(石橋),,,三和鋼機,中央商会,石原特殊鋼,㈱ﾅﾆﾜ機械製造,ｲｵﾝ化工㈱,光和ﾌﾟﾗﾝﾄ㈱,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.765247,135.461594,09/03/24
63116,㈱フタバ,㈱フタバ,,ﾌﾀﾊﾞ,675-0146,兵庫県加古郡播磨町古田1-5-25,,079-435-1921,079-435-8520,,75,池村友宏,53,中尾真梨子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌々月,10,以上/未満,\200,受取手形(発行),120,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,10000,,発行:郵送,通常,納品書,,,,63116,63116,63116,63116,,通常,通常,6,,大西忍,,金属の加工,,,SS　SUS　アルミ,Aug-56,"\10,000",16,"\33,000",\0,"\400,000",31,三菱東京UFJ,姫路信金,,阪和興業㈱,㈱飯塚鐵鋼,,三菱重工業㈱神戸造船所,ｴｱ･ｳｫｰﾀｰ･ﾌﾟﾗﾝﾄｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.723331,134.865158,14/07/23
63117,ファインテック㈱,ファインテック㈱,,ﾌｧｲﾝﾃｯｸ,*,富山県富山市八尾町薄島73,,*,*,,99,木下誠,0,*,,,1,本社,105,営業開発,,,-1,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,翌月,25,\100,支払手形(池田),125,振込,27,,明細,四捨五入,四捨五入,自動送信しない,,,"9,000",,,0,0,B5,36.602509,137.174164,15/04/30
63118,㈱フクイ金属,㈱フクイ金属,,ﾌｸｲｷﾝｿﾞｸ,679-0222,兵庫県加東市高岡2267,,0795-48-4641,0795-48-5195,,86,安居享子,59,松田布由子,T8140001075094,,2,滋賀,201,(滋賀)営業２Ｇ,-1,-1,,31,翌月,10,一律条件,\0,相殺,,,,,,あり,請求書,-1,四捨五入,四捨五入,印字する,2000,,発行:郵送,通常,納品書,,,63118,63118,63118,63118,63118,,JIS,通常,0,,福井　勇人,兵庫県加東市高岡2267,精密部品金属加工業,,,鉄　ステンレス,1968,"\10,000",,"\5,000",,"\60,000",,みなと　社,日新信金　滝野,,,,,,,,31,翌月,25,\100,支払手形(りそな),125,振込,27,,明細,四捨五入,四捨五入,自動送信しない,,,"9,000",,,0,0,B5(指定),34.925201,134.921341,15/05/25
63119,フジノ工業㈱,フジノ工業㈱,,ﾌｼﾞﾉｺｳｷﾞｮｳ,566-0062,大阪府摂津市鳥飼上4-2-34,,072-654-7000,072-654-6066,,48,佐々木久美子,0,*,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,31,以上/未満,\100,受取手形(発行),125,集金(本社),小切手,,集金(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,5000,,発行:郵送,通常,納品書,,Ｅメール,,63119,63119,63119,63119,,通常,通常,0,0,藤野冨士夫,大阪府寝屋川市香里南之町10-16,食品機械製造,,,ｽﾃﾝﾚｽ,1983/11,"\10,000",20,"\40,000",\0,"\480,000",20,近畿大阪　茨木,三菱東京UFJ　摂津,,信栄機鋼,三栄,ﾏｻｶﾂ鋼材,東洋製作所,ｻﾝﾃｸﾉｽ,ﾀｹﾓﾄﾃﾞﾝｷ,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.788971,135.597733,16/08/17
6312,福島製作所,福島製作所,,ﾌｸｼﾏｾｲｻｸｼﾖ,503-0997,岐阜県大垣市長松町1323,,0584-93-1246,0584-93-1247,,95,尾﨑利喜,59,松田布由子,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌々月,10,一律条件,\0,振込,,振込(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,6000,,PDF,PDF,納品書,0584931247,,,6312,6312,6312,6312,,通常,通常,84,,福島竜徳,,,,,,H3,\0,10,"\10,000",\0,\0,,大垣信金/静里,,,アレックカワイ,,,東海精機(三重),エバ工業,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.360851,136.571411,06/04/27
6313,フェニックス精工㈱,フェニックス精工㈱,,ﾌｴﾆﾂｸｽｾｲｺｳｶﾌﾞｼｷ,522-0223,滋賀県彦根市川瀬馬場町761-5,,0749-46-3388,0749-46-3888,,177,堀川喜之,179,阿藤京,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌月,15,一律条件,\0,入金(滋賀工場),,振込(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,発行:郵送,通常,納品書,,,,6313,6313,6313,6313,,通常,通常,83,,福本　宜晄,,樹脂製品精密加工,,,樹脂　ステン　アルミ,Feb-83,"\10,000",90,"\150,000",\0,\0,,滋賀　彦根南,,,タキロン,セキスイ化学,,大日本スクリーン,伊藤忠ポリマー,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.228867,136.228516,08/08/05
6314,㈲FIRST MACHINING,㈲FIRST MACHINING,,ﾌｧｰｽﾄﾏｼﾆﾝｸﾞ FIRSTMAC,501-6005,岐阜県羽島郡岐南町若宮地1-80,,058-247-6546,058-247-6590,,17,加藤聖也,171,小松莉奈,,,3,名古屋,301,(名古屋)営業３Ｇ,-1,,,20,翌月,31,一律条件,\0,振込,,振込(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,4000,,発行:郵送,通常,納品書,058-247-6590,,,6314,6314,6314,6314,,通常,通常,84,,河田哲也,,工作機械部品,自動車バイク部品,金型,SUS　SS　ｱﾙﾐ,H16/11,"\3,000",6,"\2,000",\0,\0,,,,,名岐,藤巻鋼材,水野金属商事,愛国機械㈱,岩田工機㈱,新明工業㈱,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.38036,136.796036,09/07/09
6315,㈱藤澤鐵工所,㈱藤澤鐵工所,,ﾌｼﾞｻﾜﾃﾂｺｳｼﾖ,504-0957,岐阜県各務原市金属団地102,,058-382-2263,058-382-7689,,17,加藤聖也,59,樋口布由子,,,3,名古屋,301,(名古屋)営業３Ｇ,-1,,,31,翌月,31,以上/未満,\100,受取手形(発行),120,集金(滋賀),振込,,振込(滋賀),あり,請求書,-1,四捨五入,四捨五入,印字しない,10000,,発行:郵送,通常,納品書,058-382-7689,,,6315,6315,6315,6315,,通常,通常,84,,藤澤　正治,,ボイラー,圧力容器,タンク,SUS 304 316 316L,Apr-65,"\32,000",22,"\21,000",\0,"\252,000",,十六　各務原,大垣共立　各務原,岐阜信金　,阪和工材,信栄機鋼,,信越エンジニアリング,東レエンジニアリング,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.39407,136.826187,10/02/08
6316,㈱FLAP TRUST,㈱FLAP TRUST,,ﾌﾗｯﾌﾟ ﾄﾗｽﾄ,501-6017,岐阜県羽島郡岐南町徳田西1-151,,058-273-7055,058-273-7095,,17,加藤聖也,171,小松莉奈,,,3,名古屋,301,(名古屋)営業３Ｇ,-1,,,31,翌々月,10,一律条件,\0,振込,,振込(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,発行:郵送,通常,納品書,058-273-7095,,,6316,6316,6316,6316,,通常,通常,84,,薫田　雄嗣,,各種専用機,治具設計製作,製缶加工　機械加工,SS SUS アルミ,2005,"\1,000",7,\0,\0,"\100,000",,大垣共立　城東,岐阜信金　岐南,十六　柳津,白銅　,岐高鋼材,,トヨタ紡織㈱,ｲﾉｱｯｸｺｰﾎﾟﾚｰｼｮﾝ㈱,ｶﾙｿﾆｯｸｶﾝｾｲ㈱,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.386856,136.768921,12/04/17
